From	Entry	Protein names	Gene Names	Organism	Length
P54276	P54276	DNA mismatch repair protein Msh6 (G/T mismatch-binding protein) (GTBP) (GTMBP) (MutS protein homolog 6) (MutS-alpha 160 kDa subunit) (p160)	Msh6 Gtmbp	Mus musculus (Mouse)	1358
Q8C878	Q8C878	NEDD8-activating enzyme E1 catalytic subunit (EC 6.2.1.64) (NEDD8-activating enzyme E1C) (Ubiquitin-activating enzyme E1C) (Ubiquitin-like modifier-activating enzyme 3) (Ubiquitin-activating enzyme 3)	Uba3 Ube1c	Mus musculus (Mouse)	462
Q8R180	Q8R180	ERO1-like protein alpha (ERO1-L) (ERO1-L-alpha) (EC 1.8.4.-) (Endoplasmic reticulum oxidoreductase alpha) (Endoplasmic reticulum oxidoreductin-1-like protein) (Oxidoreductin-1-L-alpha)	Ero1a Ero1l	Mus musculus (Mouse)	464
Q8BXA5	Q8BXA5	Lipid scramblase CLPTM1L (Cisplatin resistance-related protein 9) (CRR9p) (Cleft lip and palate transmembrane protein 1-like protein) (CLPTM1-like protein)	Clptm1l	Mus musculus (Mouse)	539
B0V3P6	B0V3P6	Bcl-2-like protein 15	Bcl2l15	Mus musculus (Mouse)	165
P35831	P35831	Tyrosine-protein phosphatase non-receptor type 12 (EC 3.1.3.48) (MPTP-PEST) (Protein-tyrosine phosphatase P19) (P19-PTP)	Ptpn12	Mus musculus (Mouse)	775
Q99PM9	Q99PM9	Uridine-cytidine kinase 2 (UCK 2) (EC 2.7.1.48) (Cytidine monophosphokinase 2) (Uridine monophosphokinase 2)	Uck2 Umpk	Mus musculus (Mouse)	261
Q9WVA4	Q9WVA4	Transgelin-2 (SM22-beta)	Tagln2 Kiaa0120	Mus musculus (Mouse)	199
P62962	P62962	Profilin-1 (Profilin I)	Pfn1	Mus musculus (Mouse)	140
Q8JZM0	Q8JZM0	"Dimethyladenosine transferase 1, mitochondrial (EC 2.1.1.-) (Mitochondrial 12S rRNA dimethylase 1) (Mitochondrial transcription factor B1) (mtTFB1) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase 1)"	Tfb1m	Mus musculus (Mouse)	345
Q8VCG1	Q9CQ43	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23)	Dut Dutp	Mus musculus (Mouse)	162
P52431	P52431	DNA polymerase delta catalytic subunit (EC 2.7.7.7) (3'-5' exodeoxyribonuclease) (EC 3.1.11.-)	Pold1	Mus musculus (Mouse)	1105
Q571H0	Q571H0	Nucleolar pre-ribosomal-associated protein 1 (URB1 ribosome biogenesis 1 homolog)	Urb1 Kiaa0539 Npa1	Mus musculus (Mouse)	2274
Q9CWU9	Q9CWU9	Nucleoporin Nup37 (Nup107-160 subcomplex subunit Nup37)	Nup37	Mus musculus (Mouse)	326
Q3UF95	Q3UF95	Large proline-rich protein BAG6 (BCL2-associated athanogene 6) (HLA-B-associated transcript 3)	Bag6 Bat3	Mus musculus (Mouse)	1136
Q8CIN4	Q8CIN4	Serine/threonine-protein kinase PAK 2 (EC 2.7.11.1) (Gamma-PAK) (p21-activated kinase 2) (PAK-2) [Cleaved into: PAK-2p27; PAK-2p34]	Pak2	Mus musculus (Mouse)	524
P57776	P57776	Elongation factor 1-delta (EF-1-delta)	Eef1d	Mus musculus (Mouse)	281
Q8CHI8	Q8CHI8	E1A-binding protein p400 (EC 3.6.4.-) (Domino homolog) (mDomino) (p400 kDa SWI2/SNF2-related protein)	Ep400 Kiaa1498	Mus musculus (Mouse)	3072
Q9DCD0	Q9DCD0	"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)"	Pgd	Mus musculus (Mouse)	483
P42227	P42227	Signal transducer and activator of transcription 3 (Acute-phase response factor)	Stat3 Aprf	Mus musculus (Mouse)	770
Q8VD65	Q8VD65	Phosphoinositide 3-kinase regulatory subunit 4 (PI3-kinase regulatory subunit 4) (EC 2.7.11.1)	Pik3r4 Vps15	Mus musculus (Mouse)	1358
O35640	O35640	Annexin A8 (Annexin VIII) (Annexin-8)	Anxa8 Anx8	Mus musculus (Mouse)	327
P08113	P08113	Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Endoplasmic reticulum resident protein 99) (ERp99) (Heat shock protein 90 kDa beta member 1) (Polymorphic tumor rejection antigen 1) (Tumor rejection antigen gp96)	Hsp90b1 Grp94 Tra-1 Tra1	Mus musculus (Mouse)	802
Q8BGS0	Q8BGS0	Protein MAK16 homolog (Protein RBM13)	Mak16 Rbm13	Mus musculus (Mouse)	296
Q9DC63-3	Q9DC63	F-box only protein 3	Fbxo3 Fba Fbx3	Mus musculus (Mouse)	480
A8C756	A8C756	Thyroid adenoma-associated protein homolog	Thada Kiaa1767	Mus musculus (Mouse)	1938
Q8C052	Q8C052	Microtubule-associated protein 1S (MAP-1S) (BPY2-interacting protein 1) (Microtubule-associated protein 8) [Cleaved into: MAP1S heavy chain; MAP1S light chain]	Map1s Bpy2ip1 Map8 Mtap1s	Mus musculus (Mouse)	973
O55234	O55234	Proteasome subunit beta type-5 (EC 3.4.25.1) (Macropain epsilon chain) (Multicatalytic endopeptidase complex epsilon chain) (Proteasome chain 6) (Proteasome epsilon chain) (Proteasome subunit X)	Psmb5	Mus musculus (Mouse)	264
Q8R0W0	Q8R0W0	Epiplakin	Eppk1 EPPK	Mus musculus (Mouse)	6548
Q9Z1F9	Q9Z1F9	SUMO-activating enzyme subunit 2 (EC 2.3.2.-) (Anthracycline-associated resistance ARX) (Ubiquitin-like 1-activating enzyme E1B) (Ubiquitin-like modifier-activating enzyme 2)	Uba2 Sae2 Uble1b	Mus musculus (Mouse)	638
P97770	P97770	tRNA (guanine(6)-N2)-methyltransferase THUMP3 (EC 2.1.1.256) (GtROSA26asSor) (THUMP domain-containing protein 3)	Thumpd3	Mus musculus (Mouse)	505
Q6EDY6	Q6EDY6	"F-actin-uncapping protein LRRC16A (CARMIL homolog) (Capping protein regulator and myosin 1 linker protein 1) (Capping protein, Arp2/3 and myosin-I linker homolog 1) (Capping protein, Arp2/3 and myosin-I linker protein 1) (CARML1) (Leucine-rich repeat-containing protein 16A)"	Carmil1 Carmil Lrrc16 Lrrc16a	Mus musculus (Mouse)	1374
P50136	P50136	"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain) (BCKDE1A) (BCKDH E1-alpha)"	Bckdha	Mus musculus (Mouse)	442
Q5U430	Q5U430	E3 ubiquitin-protein ligase UBR3 (EC 2.3.2.27) (N-recognin-3) (RING-type E3 ubiquitin transferase UBR3) (Ubiquitin-protein ligase E3-alpha-3) (Ubiquitin-protein ligase E3-alpha-III) (Zinc finger protein 650)	Ubr3 Kiaa2024 Zfp650 Znf650	Mus musculus (Mouse)	1889
Q8R2R6	Q8R2R6	Mitochondrial ribosome-associated GTPase 1 (GTP-binding protein 7) (Mitochondrial GTPase 1)	Mtg1 Gm169 Gtpbp7	Mus musculus (Mouse)	326
Q9CQR6	Q9CQR6	Serine/threonine-protein phosphatase 6 catalytic subunit (PP6C) (EC 3.1.3.16)	Ppp6c	Mus musculus (Mouse)	305
D3YUV1	D3YUV1	Nuclear receptor-binding protein	Nrbp1	Mus musculus (Mouse)	543
Q8BY87	Q8BY87	Ubiquitin carboxyl-terminal hydrolase 47 (EC 3.4.19.12) (Deubiquitinating enzyme 47) (Ubiquitin thioesterase 47) (Ubiquitin-specific-processing protease 47)	Usp47	Mus musculus (Mouse)	1376
E9PUW7	E9PUW7	Exportin-7	Xpo7	Mus musculus (Mouse)	1088
Q5SUR0	Q5SUR0	Phosphoribosylformylglycinamidine synthase (FGAM synthase) (FGAMS) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (FGAR amidotransferase) (FGAR-AT) (Formylglycinamide ribotide amidotransferase)	Pfas Kiaa0361	Mus musculus (Mouse)	1337
Q6P9P6	Q6P9P6	Kinesin-like protein KIF11 (Kinesin-related motor protein Eg5)	Kif11	Mus musculus (Mouse)	1052
P70671	P70671	Interferon regulatory factor 3 (IRF-3)	Irf3	Mus musculus (Mouse)	419
E9PV45	E9PV45	Ubiquitinyl hydrolase 1 (EC 3.4.19.12)	Usp24	Mus musculus (Mouse)	2618
Q6PGB6-4	Q6PGB6	N-alpha-acetyltransferase 50 (EC 2.3.1.258) (N-acetyltransferase NAT13) (N-epsilon-acetyltransferase 50) (EC 2.3.1.-) (NatE catalytic subunit)	Naa50 Mak3 Nat13	Mus musculus (Mouse)	169
B9EKS2	Q6ZPY7	Lysine-specific demethylase 3B (EC 1.14.11.65) (JmjC domain-containing histone demethylation protein 2B) (Jumonji domain-containing protein 1B) ([histone H3]-dimethyl-L-lysine(9) demethylase 3B)	Kdm3b Jhdm2b Jmjd1b Kiaa1082	Mus musculus (Mouse)	1762
Q3UCQ1	Q3UCQ1	Forkhead box protein K2 (Cellular transcription factor ILF-1) (Interleukin enhancer-binding factor 1)	Foxk2 Ilf1	Mus musculus (Mouse)	651
P54775	P54775	26S proteasome regulatory subunit 6B (26S proteasome AAA-ATPase subunit RPT3) (CIP21) (MB67-interacting protein) (MIP224) (Proteasome 26S subunit ATPase 4) (Tat-binding protein 7) (TBP-7)	Psmc4 Tbp7	Mus musculus (Mouse)	418
P07901	P07901	Heat shock protein HSP 90-alpha (EC 3.6.4.10) (Heat shock 86 kDa) (HSP 86) (HSP86) (Tumor-specific transplantation 86 kDa antigen) (TSTA)	Hsp90aa1 Hsp86 Hsp86-1 Hspca	Mus musculus (Mouse)	733
P80316	P80316	T-complex protein 1 subunit epsilon (TCP-1-epsilon) (CCT-epsilon)	Cct5 Ccte Kiaa0098	Mus musculus (Mouse)	541
Q6PAR5-4	Q6PAR5	GTPase-activating protein and VPS9 domain-containing protein 1 (GAPex-5) (Rab5-activating protein 6)	Gapvd1 Gapex5 Kiaa1521	Mus musculus (Mouse)	1458
Q80W47	Q80W47	WD repeat domain phosphoinositide-interacting protein 2 (WIPI-2)	Wipi2	Mus musculus (Mouse)	445
P62754	P62754	40S ribosomal protein S6 (Phosphoprotein NP33)	Rps6	Mus musculus (Mouse)	249
Q04899	Q04899	Cyclin-dependent kinase 18 (EC 2.7.11.22) (Cell division protein kinase 18) (PCTAIRE-motif protein kinase 3) (Serine/threonine-protein kinase PCTAIRE-3)	Cdk18 Pctaire3 Pctk3	Mus musculus (Mouse)	451
Q62448	Q62448	Eukaryotic translation initiation factor 4 gamma 2 (eIF-4-gamma 2) (eIF-4G 2) (eIF4G 2) (Novel APOBEC-1 target 1) (Translation repressor NAT1) (p97)	Eif4g2 Nat1	Mus musculus (Mouse)	906
P97445	P97445	"Voltage-dependent P/Q-type calcium channel subunit alpha-1A (Brain calcium channel I) (BI) (Calcium channel, L type, alpha-1 polypeptide isoform 4) (Voltage-gated calcium channel subunit alpha Cav2.1)"	Cacna1a Caca1a Cach4 Cacn3 Cacnl1a4 Ccha1a	Mus musculus (Mouse)	2368
P58854	P58854	Gamma-tubulin complex component 3 (GCP-3)	Tubgcp3 Gcp3	Mus musculus (Mouse)	905
Q99L47	Q99L47	Hsc70-interacting protein (Hip) (Protein FAM10A1) (Protein ST13 homolog)	St13 Fam10a1 Hip	Mus musculus (Mouse)	371
Q9CR89	Q9CR89	Endoplasmic reticulum-Golgi intermediate compartment protein 2	Ergic2	Mus musculus (Mouse)	377
Q3UMB9	Q3UMB9	WASH complex subunit 4 (WASH complex subunit SWIP)	Washc4 Kiaa1033	Mus musculus (Mouse)	1173
Q6PE54	Q6PE54	Probable ATP-dependent RNA helicase DHX40 (EC 3.6.4.13) (DEAH box protein 40)	Dhx40	Mus musculus (Mouse)	779
P24527	P24527	Leukotriene A-4 hydrolase (LTA-4 hydrolase) (EC 3.3.2.6) (Leukotriene A(4) hydrolase) (Tripeptide aminopeptidase LTA4H) (EC 3.4.11.4)	Lta4h	Mus musculus (Mouse)	611
Q9ESE1	Q9ESE1	Lipopolysaccharide-responsive and beige-like anchor protein (Beige-like protein)	Lrba Bgl Lba	Mus musculus (Mouse)	2856
A2BE28	A2BE28	Ribosomal biogenesis protein LAS1L (Protein LAS1 homolog)	Las1l	Mus musculus (Mouse)	776
Q08297	Q08297	DNA repair protein RAD51 homolog 1 (RAD51 homolog A)	Rad51 Rad51a Reca	Mus musculus (Mouse)	339
Q9JI99	Q9JI99	Sphingosine-1-phosphate phosphatase 1 (SPP) (SPPase1) (mSPP1) (EC 3.1.3.-) (Sphingosine-1-phosphatase 1)	Sgpp1 Spp1 Spph1	Mus musculus (Mouse)	430
P97352	P97352	Protein S100-A13 (S100 calcium-binding protein A13)	S100a13	Mus musculus (Mouse)	98
Q8BXK9	Q8BXK9	Chloride intracellular channel protein 5	Clic5	Mus musculus (Mouse)	251
Q3UMB5	Q3UMB5	Guanine nucleotide exchange protein SMCR8 (Smith-Magenis syndrome chromosomal region candidate gene 8 protein homolog)	Smcr8	Mus musculus (Mouse)	935
A2ARZ3	A2ARZ3	Fibrous sheath-interacting protein 2	Fsip2	Mus musculus (Mouse)	6995
V9GX91	V9GX91	Neuron navigator 2	Nav2	Mus musculus (Mouse)	2432
Q9R008	Q9R008	Mevalonate kinase (MK) (EC 2.7.1.36)	Mvk	Mus musculus (Mouse)	395
Q64516	Q64516	Glycerol kinase (GK) (Glycerokinase) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase)	Gk Gyk	Mus musculus (Mouse)	559
Q9Z2U0	Q9Z2U0	Proteasome subunit alpha type-7 (Proteasome subunit RC6-1)	Psma7	Mus musculus (Mouse)	248
Q78ZM0	Q78ZM0	Sorting nexin-3	Snx3	Mus musculus (Mouse)	162
Q9QZK2	Q9QZK2	Breast cancer anti-estrogen resistance protein 3 homolog (p130Cas-binding protein AND-34)	Bcar3 And34	Mus musculus (Mouse)	820
Q8K209	Q8K209	Adhesion G-protein coupled receptor G1 (G-protein coupled receptor 56) (Serpentine receptor cyt28) [Cleaved into: ADGRG1 N-terminal fragment (ADGRG1 NT) (GPR56 N-terminal fragment) (GPR56 NT) (GPR56(N)) (GPR56 extracellular subunit) (GPR56 subunit alpha); ADGRG1 C-terminal fragment (ADGRG1-CT) (GPR56 C-terminal fragment) (GPR56 CT) (GPR56(C)) (GPR56 seven-transmembrane subunit) (GPR56 7TM) (GPR56 subunit beta)]	Adgrg1 Cyt28 Gpr56	Mus musculus (Mouse)	687
Q9D071	Q9D071	MMS19 nucleotide excision repair protein homolog (MET18 homolog) (MMS19-like protein)	Mms19 Mms19l	Mus musculus (Mouse)	1031
P80313	P80313	T-complex protein 1 subunit eta (TCP-1-eta) (CCT-eta)	Cct7 Ccth	Mus musculus (Mouse)	544
P18760	P18760	"Cofilin-1 (Cofilin, non-muscle isoform)"	Cfl1	Mus musculus (Mouse)	166
Q8R5A6-2	Q8R5A6	TBC1 domain family member 22A	Tbc1d22a D15Ertd781e	Mus musculus (Mouse)	516
Q3UVL4	Q3UVL4	Vacuolar protein sorting-associated protein 51 homolog (Protein fat-free homolog)	Vps51 Ffr	Mus musculus (Mouse)	782
Q3V4B5	Q3V4B5	COMM domain-containing protein 6	Commd6	Mus musculus (Mouse)	87
Q3UQ44	Q3UQ44	Ras GTPase-activating-like protein IQGAP2	Iqgap2	Mus musculus (Mouse)	1575
O54988	O54988	STE20-like serine/threonine-protein kinase (STE20-like kinase) (mSLK) (EC 2.7.11.1) (Etk4) (STE20-related kinase SMAK) (STE20-related serine/threonine-protein kinase) (STE20-related kinase) (Serine/threonine-protein kinase 2)	Slk Kiaa0204 Stk2	Mus musculus (Mouse)	1233
Q5SSZ5	Q5SSZ5	Tensin-3 (Tensin-like SH2 domain-containing protein 1)	Tns3 Tens1	Mus musculus (Mouse)	1440
Q8K2C7	Q8K2C7	Protein OS-9	Os9	Mus musculus (Mouse)	672
P62774	P62774	Myotrophin (Granule cell differentiation protein) (Protein V-1)	Mtpn Gcdp	Mus musculus (Mouse)	118
Q6S5J6	Q6S5J6	Krev interaction trapped protein 1 (Krev interaction trapped 1) (Cerebral cavernous malformations 1 protein homolog)	Krit1 Ccm1	Mus musculus (Mouse)	736
E9PWE8	E9PWE8	Dihydropyrimidinase-related protein 3	Dpysl3	Mus musculus (Mouse)	683
Q8K057	Q8K057	Intraflagellar transport protein 80 homolog (WD repeat-containing protein 56)	Ift80 Kiaa1374 Wdr56	Mus musculus (Mouse)	777
Q640M1	Q640M1	U3 small nucleolar RNA-associated protein 14 homolog A (Juvenile spermatogonial depletion-like X-linked protein) (Jsd-like X-linked protein)	Utp14a JsdX Kiaa0266	Mus musculus (Mouse)	767
Q99KK7	Q99KK7	Dipeptidyl peptidase 3 (EC 3.4.14.4) (Dipeptidyl aminopeptidase III) (Dipeptidyl arylamidase III) (Dipeptidyl peptidase III) (DPP III) (Enkephalinase B)	Dpp3	Mus musculus (Mouse)	738
P53395	P53395	"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial (EC 2.3.1.168) (Branched-chain alpha-keto acid dehydrogenase complex component E2) (BCKAD-E2) (BCKADE2) (Dihydrolipoamide acetyltransferase component of branched-chain alpha-keto acid dehydrogenase complex) (Dihydrolipoamide branched chain transacylase) (Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase)"	Dbt	Mus musculus (Mouse)	482
O55236	O55236	mRNA-capping enzyme (HCE) (MCE1) [Includes: mRNA 5'-triphosphate monophosphatase (EC 3.6.1.74) (mRNA 5'-phosphatase); mRNA guanylyltransferase (EC 2.7.7.50) (GTP--RNA guanylyltransferase) (GTase)]	Rngtt Cap1a	Mus musculus (Mouse)	597
Q5FWK3	Q5FWK3	Rho GTPase-activating protein 1 (Rho-type GTPase-activating protein 1)	Arhgap1	Mus musculus (Mouse)	439
Q5ND34	Q5ND34	WD repeat-containing protein 81	Wdr81	Mus musculus (Mouse)	1934
P70268-2	P70268	Serine/threonine-protein kinase N1 (EC 2.7.11.13) (Protein kinase C-like 1) (Protein kinase C-like PKN) (Protein-kinase C-related kinase 1) (Serine-threonine protein kinase N)	Pkn1 Pkn Prk1 Prkcl1	Mus musculus (Mouse)	946
P13864	P13864	DNA (cytosine-5)-methyltransferase 1 (Dnmt1) (Met-1) (EC 2.1.1.37) (DNA methyltransferase MmuI) (DNA MTase MmuI) (M.MmuI) (MCMT)	Dnmt1 Dnmt Met1 Uim	Mus musculus (Mouse)	1620
Q64105	Q64105	Sepiapterin reductase (SPR) (EC 1.1.1.153)	Spr	Mus musculus (Mouse)	261
P58774	P58774	Tropomyosin beta chain (Beta-tropomyosin) (Tropomyosin-2)	Tpm2 Tpm-2	Mus musculus (Mouse)	284
O35593	O35593	26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory subunit RPN11) (MAD1)	Psmd14 Pad1	Mus musculus (Mouse)	310
P62264	P62264	40S ribosomal protein S14	Rps14	Mus musculus (Mouse)	151
Q3UH60	Q3UH60	Disco-interacting protein 2 homolog B (DIP2 homolog B)	Dip2b Kiaa1463	Mus musculus (Mouse)	1574
Q14CH7	Q14CH7	"Alanine--tRNA ligase, mitochondrial (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)"	Aars2 Aarsl Gm89 Kiaa1270	Mus musculus (Mouse)	980
P62858	P62858	40S ribosomal protein S28	Rps28	Mus musculus (Mouse)	69
Q56A08	Q56A08	G-patch domain and KOW motifs-containing protein (Protein MOS2 homolog)	Gpkow	Mus musculus (Mouse)	488
Q8BVL3	Q8BVL3	Sorting nexin-17	Snx17	Mus musculus (Mouse)	470
P50247	P50247	Adenosylhomocysteinase (AdoHcyase) (EC 3.3.1.1) (CUBP) (Liver copper-binding protein) (S-adenosyl-L-homocysteine hydrolase)	Ahcy	Mus musculus (Mouse)	432
Q99JT9	Q99JT9	Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53) (Membrane-type 1 matrix metalloproteinase cytoplasmic tail-binding protein 1) (MTCBP-1)	Adi1 Mtcbp1	Mus musculus (Mouse)	179
Q62018	Q62018	"RNA polymerase-associated protein CTR9 homolog (SH2 domain-binding protein 1) (Tetratricopeptide repeat-containing, SH2-binding phosphoprotein of 150 kDa) (TPR-containing, SH2-binding phosphoprotein of 150 kDa) (p150TSP)"	Ctr9 Kiaa0155 Sh2bp1	Mus musculus (Mouse)	1173
Q62186	Q62186	Translocon-associated protein subunit delta (TRAP-delta) (Signal sequence receptor subunit delta) (SSR-delta)	Ssr4	Mus musculus (Mouse)	172
P30416	P30416	"Peptidyl-prolyl cis-trans isomerase FKBP4 (PPIase FKBP4) (EC 5.2.1.8) (52 kDa FK506-binding protein) (52 kDa FKBP) (FKBP-52) (59 kDa immunophilin) (p59) (FK506-binding protein 4) (FKBP-4) (FKBP59) (HSP-binding immunophilin) (HBI) (Immunophilin FKBP52) (Rotamase) [Cleaved into: Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed]"	Fkbp4 Fkpb52	Mus musculus (Mouse)	458
P15864	P15864	Histone H1.2 (H1 VAR.1) (H1c)	H1-2 H1f2 Hist1h1c	Mus musculus (Mouse)	212
O88844	O88844	Isocitrate dehydrogenase [NADP] cytoplasmic (IDH) (IDH1) (EC 1.1.1.42) (Cytosolic NADP-isocitrate dehydrogenase) (IDPc) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	Idh1	Mus musculus (Mouse)	414
Q99JZ4	Q99JZ4	GTP-binding protein SAR1a (SAR1 gene homolog A (S. cerevisiae))	Sar1a Sara1	Mus musculus (Mouse)	198
Q8BW10	Q8BW10	RNA-binding protein NOB1 (EC 3.1.-.-)	Nob1	Mus musculus (Mouse)	403
Q64152	Q64152	Transcription factor BTF3 (Nascent polypeptide-associated complex subunit beta) (NAC-beta) (RNA polymerase B transcription factor 3)	Btf3	Mus musculus (Mouse)	204
Q810D6	Q810D6	Glutamate-rich WD repeat-containing protein 1 (Protein A301)	Grwd1 A301	Mus musculus (Mouse)	446
G3X9K3	G3X9K3	Brefeldin A-inhibited guanine nucleotide-exchange protein 1 (BIG1) (Brefeldin A-inhibited GEP 1) (ADP-ribosylation factor guanine nucleotide-exchange factor 1)	Arfgef1	Mus musculus (Mouse)	1846
Q62376	Q62376	U1 small nuclear ribonucleoprotein 70 kDa (U1 snRNP 70 kDa) (U1-70K) (snRNP70)	Snrnp70 Snrp70	Mus musculus (Mouse)	448
Q811L6	Q811L6	Microtubule-associated serine/threonine-protein kinase 4 (EC 2.7.11.1)	Mast4	Mus musculus (Mouse)	2618
P63101	P63101	14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1) (KCIP-1) (SEZ-2)	Ywhaz	Mus musculus (Mouse)	245
Q5NCI0	Q5NCI0	Up-regulator of cell proliferation (HBV X protein up-regulated gene 4 protein homolog) (HBxAg up-regulated gene 4 protein homolog)	Urgcp Urg4	Mus musculus (Mouse)	926
P19096	P19096	Fatty acid synthase (EC 2.3.1.85) (Type I Fatty Acid Synthase) [Includes: [Acyl-carrier-protein] S-acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] S-malonyltransferase (EC 2.3.1.39); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41); 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100); 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase (EC 1.3.1.39); Acyl-[acyl-carrier-protein] hydrolase (EC 3.1.2.14)]	Fasn	Mus musculus (Mouse)	2504
A2AT37	A2AT37	Regulator of nonsense transcripts 2 (Up-frameshift suppressor 2 homolog) (Upf2)	Upf2 RENT2	Mus musculus (Mouse)	1269
Q3UHC2	Q3UHC2	Leucine-rich repeat serine/threonine-protein kinase 1 (EC 2.7.11.1)	Lrrk1 Kiaa1790	Mus musculus (Mouse)	2014
Q3U319	Q3U319	E3 ubiquitin-protein ligase BRE1B (BRE1-B) (EC 2.3.2.27) (RING finger protein 40) (RING-type E3 ubiquitin transferase BRE1B)	Rnf40 Bre1b Kiaa0661	Mus musculus (Mouse)	1001
Q8BHC4	Q8BHC4	Dephospho-CoA kinase domain-containing protein	Dcakd	Mus musculus (Mouse)	231
Q9CZE3	Q9CZE3	Ras-related protein Rab-32	Rab32	Mus musculus (Mouse)	223
P61750	P61750	ADP-ribosylation factor 4	Arf4	Mus musculus (Mouse)	180
P47856	P47856	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase 1) (Glutamine:fructose-6-phosphate amidotransferase 1) (GFAT 1) (GFAT1) (Hexosephosphate aminotransferase 1)	Gfpt1 Gfpt	Mus musculus (Mouse)	697
P84228	P84228	Histone H3.2 (H3-clustered histone 13) (H3-clustered histone 14) (H3-clustered histone 15) (H3-clustered histone 2) (H3-clustered histone 3) (H3-clustered histone 4) (H3-clustered histone 6) (H3-clustered histone 7)	H3c2 H3-53 H3.2 H3b Hist1h3b; H3c3 H3-143 Hist1h3c; H3c4 H3-B Hist1h3d; H3c6 H3-F Hist1h3e; H3c7 H3.2-221 H3f Hist1h3f; H3c13 H3.2-616 Hist2h3b; H3c14 H3.2-615 Hist2h3c1 Hist2h3ca1; H3c15 H3.2-614 Hist2h3c2 Hist2h3ca2	Mus musculus (Mouse)	136
P80318	P80318	T-complex protein 1 subunit gamma (TCP-1-gamma) (CCT-gamma) (Matricin) (mTRiC-P5)	Cct3 Cctg	Mus musculus (Mouse)	545
Q3UHJ0	Q3UHJ0	AP2-associated protein kinase 1 (EC 2.7.11.1) (Adaptor-associated kinase 1)	Aak1 Kiaa1048	Mus musculus (Mouse)	959
Q9D7B6	Q9D7B6	"Isobutyryl-CoA dehydrogenase, mitochondrial (EC 1.3.8.-) (Acyl-CoA dehydrogenase family member 8) (ACAD-8)"	Acad8	Mus musculus (Mouse)	413
Q6GT24	Q6GT24	Peroxiredoxin-6 (EC 1.11.1.27)	Prdx6	Mus musculus (Mouse)	224
P97310	P97310	DNA replication licensing factor MCM2 (Minichromosome maintenance protein 2 homolog) (Nuclear protein BM28)	Mcm2 Bm28 Cdcl1 Kiaa0030 Mcmd2	Mus musculus (Mouse)	904
P83882	P83882	60S ribosomal protein L36a (60S ribosomal protein L44)	Rpl36a Rpl44	Mus musculus (Mouse)	106
Q8CH25	Q8CH25	SAFB-like transcription modulator (Modulator of estrogen-induced transcription) (SAF-like transcription modulator)	Sltm Met	Mus musculus (Mouse)	1031
