Entry	Add	Entry name	Status	Protein names	Gene names	Organism	Length
A0A0R4J0J5	1	A0A0R4J0J5_MOUSE	unreviewed	Integrator complex subunit 9	Ints9	Mus musculus (Mouse)	687
Q3TZR9	1	Q3TZR9_MOUSE	unreviewed	Cyclic AMP-dependent transcription factor ATF-7	Atf7	Mus musculus (Mouse)	483
Q3U7P4	1	Q3U7P4_MOUSE	unreviewed	Uncharacterized protein	Jpt2 D17Ertd441e Hn1l	Mus musculus (Mouse)	190
Q543F1	1	Q543F1_MOUSE	unreviewed	"116 kDa U5 small nuclear ribonucleoprotein component (U5 snRNP-specific protein, 116 kDa)"	Eftud2	Mus musculus (Mouse)	971
Q80ZH7	1	Q80ZH7_MOUSE	unreviewed	DNA ligase (EC 6.5.1.1)	Lig3	Mus musculus (Mouse)	1012
Q52KJ2	1	Q52KJ2_MOUSE	unreviewed	Distal-less homeobox 2	Dlx2	Mus musculus (Mouse)	332
F8WGJ8	1	F8WGJ8_MOUSE	unreviewed	POU domain protein	Pou1f1	Mus musculus (Mouse)	317
E9Q3G0	1	E9Q3G0_MOUSE	unreviewed	Zinc finger and SCAN domain-containing 4B	Zscan4b	Mus musculus (Mouse)	505
Q3U109	1	Q3U109_MOUSE	unreviewed	Peregrin	Brpf1	Mus musculus (Mouse)	1247
A2ALD8	1	A2ALD8_MOUSE	unreviewed	LIM homeobox protein 3	Lhx3	Mus musculus (Mouse)	402
Q91Z50	1	Q91Z50_MOUSE	unreviewed	Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (Flap structure-specific endonuclease 1)	Fen1 FEN1	Mus musculus (Mouse)	380
A5AA27	1	A5AA27_MOUSE	unreviewed	GLI-Kruppel family member (Zinc finger protein GLI2) (Fragment)	Gli2	Mus musculus (Mouse)	447
Q8BSL0	1	Q8BSL0_MOUSE	unreviewed	Zinc finger with KRAB and SCAN domains 8	Zkscan8 Zfp192	Mus musculus (Mouse)	588
Q3UJF1	1	Q3UJF1_MOUSE	unreviewed	Histone deacetylase (EC 3.5.1.98)	Hdac5	Mus musculus (Mouse)	1115
H8ZX84	1	H8ZX84_MOUSE	unreviewed	Sex-determining region Y protein (Testis-determining factor) (Fragment)	Sry	Mus musculus (Mouse)	232
Q9JI43	1	Q9JI43_MOUSE	unreviewed	Homeobox protein EHOX (Reproductive homeobox 4B) (Uncharacterized protein Rhox4.2)	Rhox4b Ehox Rhox4.2	Mus musculus (Mouse)	205
Q9DAY7	1	Q9DAY7_MOUSE	unreviewed	Mediator of RNA polymerase II transcription subunit 8 (Mediator complex subunit 8)	Med8 MED8	Mus musculus (Mouse)	234
A1A549	1	A1A549_MOUSE	unreviewed	Transcription factor 3 (Transcription factor 7-like 1)	Tcf7l1 Tcf3	Mus musculus (Mouse)	599
Q3U9K6	1	Q3U9K6_MOUSE	unreviewed	IRF tryptophan pentad repeat domain-containing protein	Irf3	Mus musculus (Mouse)	419
B2RT77	1	B2RT77_MOUSE	unreviewed	TWIST neighbor	Polr1f Twistnb	Mus musculus (Mouse)	330
B2RTE3	1	B2RTE3_MOUSE	unreviewed	Pre-mRNA-splicing factor 38A	Prpf38a	Mus musculus (Mouse)	312
Q548R5	1	Q548R5_MOUSE	unreviewed	PAX1 (Pax1 protein)	Pax1	Mus musculus (Mouse)	361
Q8BQ46	1	Q8BQ46_MOUSE	unreviewed	"TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor (TATA-box-binding protein-associated factor 15)"	Taf15	Mus musculus (Mouse)	557
Q3U3R3	1	Q3U3R3_MOUSE	unreviewed	Uncharacterized protein	Rara	Mus musculus (Mouse)	462
G3X940	1	G3X940_MOUSE	unreviewed	Histone acetyltransferase (EC 2.3.1.48)	Kat6a Myst3	Mus musculus (Mouse)	2003
Q542I9	1	Q542I9_MOUSE	unreviewed	AAA domain-containing protein	Psmc1	Mus musculus (Mouse)	440
Q8CCR6	1	Q8CCR6_MOUSE	unreviewed	ETS translocation variant 1	Etv1	Mus musculus (Mouse)	437
Q3TS44	1	Q3TS44_MOUSE	unreviewed	Proteasome subunit alpha type	Psma1	Mus musculus (Mouse)	263
Q3U5L0	1	Q3U5L0_MOUSE	unreviewed	"Endoplasmic reticulum membrane sensor NFE2L1 (Nuclear factor erythroid 2-related factor 1) (Nuclear factor, erythroid derived 2, like 1)"	Nfe2l1	Mus musculus (Mouse)	741
B3VQI7	1	B3VQI7_MOUSE	unreviewed	Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1)	Esr1	Mus musculus (Mouse)	596
Q66JV6	1	Q66JV6_MOUSE	unreviewed	"Origin recognition complex subunit 6 (Origin recognition complex, subunit 6-like (S. cerevisiae))"	Orc6 Orc6l	Mus musculus (Mouse)	262
Q05BA5	1	Q05BA5_MOUSE	unreviewed	Nuclear receptor coactivator	Ncoa3	Mus musculus (Mouse)	1403
Q549B7	1	Q549B7_MOUSE	unreviewed	H2.0-like homeo box gene	Hlx Hlx1	Mus musculus (Mouse)	476
Q3TYF1	1	Q3TYF1_MOUSE	unreviewed	NGFI-A-binding protein 2	Nab2	Mus musculus (Mouse)	461
Q3UVI3	1	Q3UVI3_MOUSE	unreviewed	Tumor protein 63 (p63)	Trp63	Mus musculus (Mouse)	582
Q14AI7	1	Q14AI7_MOUSE	unreviewed	COP9 signalosome complex subunit 4	Cops4	Mus musculus (Mouse)	406
Q3TYK3	1	Q3TYK3_MOUSE	unreviewed	Nuclear factor 1	Nfix	Mus musculus (Mouse)	391
Q542U7	1	Q542U7_MOUSE	unreviewed	"LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae) (Lsm6 protein)"	Lsm6	Mus musculus (Mouse)	80
Q3TVI6	1	Q3TVI6_MOUSE	unreviewed	Uncharacterized protein	Appl2 Dip3b	Mus musculus (Mouse)	662
Q91YZ2	1	Q91YZ2_MOUSE	unreviewed	C-terminal-binding protein 2 (Ctbp2 protein)	Ctbp2	Mus musculus (Mouse)	420
B9EJW5	1	B9EJW5_MOUSE	unreviewed	Zinc finger protein 174	Zfp174	Mus musculus (Mouse)	407
A2RTG9	1	A2RTG9_MOUSE	unreviewed	Forkhead box I2 (Forkhead box protein I2)	Foxi2	Mus musculus (Mouse)	329
B2RTK3	1	B2RTK3_MOUSE	unreviewed	Histone H2B	H2bc14 Hist1h2bm	Mus musculus (Mouse)	126
Q8R0B4	1	Q8R0B4_MOUSE	unreviewed	TAR DNA-binding protein 43	Tardbp TARDBP	Mus musculus (Mouse)	295
Q80ZG9	1	Q80ZG9_MOUSE	unreviewed	General transcription factor II-I repeat domain-containing protein 1 (Transcription factor GTF3 alpha 2) (Fragment)	Gtf2ird1	Mus musculus (Mouse)	345
E9QMD3	1	E9QMD3_MOUSE	unreviewed	Zinc finger homeobox protein 3	Zfhx3	Mus musculus (Mouse)	3723
Q14A61	1	Q14A61_MOUSE	unreviewed	Centromere protein L	Cenpl	Mus musculus (Mouse)	345
Q544J7	1	Q544J7_MOUSE	unreviewed	Icsbp1 protein	Irf8 Icsbp1	Mus musculus (Mouse)	424
Q3UY00	1	Q3UY00_MOUSE	unreviewed	Protein S100 (S100 calcium-binding protein)	S100b	Mus musculus (Mouse)	92
B2KFX4	1	B2KFX4_MOUSE	unreviewed	Centromere protein S	Cenps Apitd1	Mus musculus (Mouse)	142
A0A075F5C6	1	A0A075F5C6_MOUSE	unreviewed	Heat shock factor protein 1 (Heat shock transcription factor 1 gammabeta isoform)	Hsf1	Mus musculus (Mouse)	531
Q3TXX8	1	Q3TXX8_MOUSE	unreviewed	N-WASP	Wasl	Mus musculus (Mouse)	501
F6VWU8	1	F6VWU8_MOUSE	unreviewed	Zinc finger protein 946	Zfp946 1300003B13Rik	Mus musculus (Mouse)	523
Q3TLK9	1	Q3TLK9_MOUSE	unreviewed	CCR4-NOT transcription complex subunit 7 (EC 3.1.13.4) (CCR4-associated factor 1)	Cnot7	Mus musculus (Mouse)	248
Q8BQM3	1	Q8BQM3_MOUSE	unreviewed	[Histone H3]-trimethyl-L-lysine(4) demethylase (EC 1.14.11.67)	Kdm5d Jarid1d	Mus musculus (Mouse)	476
E9Q507	1	E9Q507_MOUSE	unreviewed	GON-4-like protein	Gon4l	Mus musculus (Mouse)	2242
Q3TI64	1	Q3TI64_MOUSE	unreviewed	Uncharacterized protein	Zc3hc1	Mus musculus (Mouse)	501
Q8VD35	1	Q8VD35_MOUSE	unreviewed	Homeobox protein OTX2 (Otx2 protein)	Otx2	Mus musculus (Mouse)	289
Q6P4T3	1	Q6P4T3_MOUSE	unreviewed	Eyes absent homolog (EC 3.1.3.48)	Eya3	Mus musculus (Mouse)	526
Q3UPV9	1	Q3UPV9_MOUSE	unreviewed	TEA domain-containing protein	Tead2	Mus musculus (Mouse)	445
Q99PG8	1	Q99PG8_MOUSE	unreviewed	Zinc finger 202 m3 splice variant (Zinc finger protein 202)	Zfp202 Znf202	Mus musculus (Mouse)	133
Q3TKD1	1	Q3TKD1_MOUSE	unreviewed	AAA domain-containing protein	Rfc3	Mus musculus (Mouse)	356
Q2MDF8	1	Q2MDF8_MOUSE	unreviewed	Reproductive homeobox 4F (Uncharacterized protein Rhox4.6)	Rhox4f Rhox4.6 Rhox4h	Mus musculus (Mouse)	205
O70238	1	O70238_MOUSE	unreviewed	Homeobox protein PSX (Reproductive homeobox 6) (Reproductive homeobox on X chromosome 6)	Rhox6 Psx1	Mus musculus (Mouse)	227
Q549J8	1	Q549J8_MOUSE	unreviewed	Ets variant protein ER81	Etv1	Mus musculus (Mouse)	477
Q80WR3	1	Q80WR3_MOUSE	unreviewed	Etv6 protein	Etv6	Mus musculus (Mouse)	442
Q542D1	1	Q542D1_MOUSE	unreviewed	V(D)J recombination-activating protein 2	Rag2	Mus musculus (Mouse)	527
Q3TW27	1	Q3TW27_MOUSE	unreviewed	Negative elongation factor D	Nelfcd Th1l	Mus musculus (Mouse)	607
E9Q5E2	1	E9Q5E2_MOUSE	unreviewed	THO complex subunit 2	Thoc2l BC005561	Mus musculus (Mouse)	1589
Q05CX4	1	Q05CX4_MOUSE	unreviewed	Centromere protein L	Cenpl	Mus musculus (Mouse)	155
Q5D0E0	1	Q5D0E0_MOUSE	unreviewed	I-kappa-B kinase (EC 2.7.11.10)	Ikbkb IKK-2 IKK-beta IKK2 IKK[b]	Mus musculus (Mouse)	757
Q3U8W0	1	Q3U8W0_MOUSE	unreviewed	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit (EC 3.1.3.16)	Ppp1ca	Mus musculus (Mouse)	330
Q542J9	1	Q542J9_MOUSE	unreviewed	Proliferating cell nuclear antigen	Pcna	Mus musculus (Mouse)	261
B6ZND9	1	B6ZND9_MOUSE	unreviewed	"Cone-rod homeobox, opposite strand (EGAM1C)"	Crxos Crxos1 Egam1c	Mus musculus (Mouse)	142
Q3TE00	1	Q3TE00_MOUSE	unreviewed	Mediator of RNA polymerase II transcription subunit 15 (Mediator complex subunit 15)	Med15 MED15 Pcqap	Mus musculus (Mouse)	766
A0A140T8S9	1	A0A140T8S9_MOUSE	unreviewed	Short stature homeobox protein 2	Shox2	Mus musculus (Mouse)	190
D4QGC2	1	D4QGC2_MOUSE	unreviewed	Mastermind-2 (Mastermind-like transcriptional coactivator 3)	Maml3 Mam-2	Mus musculus (Mouse)	1135
Q3UIA1	1	Q3UIA1_MOUSE	unreviewed	Negative elongation factor E	Nelfe Rdbp	Mus musculus (Mouse)	367
A0A0U1RNW8	1	A0A0U1RNW8_MOUSE	unreviewed	Transcription factor SOX-6	Sox6	Mus musculus (Mouse)	828
Q5M9K3	1	Q5M9K3_MOUSE	unreviewed	Ubiquitin-60S ribosomal protein L40 (Ubiquitin A-52 residue ribosomal protein fusion product 1)	Uba52	Mus musculus (Mouse)	128
Q9QXJ2	1	Q9QXJ2_MOUSE	unreviewed	Signal transducer and activator of transcription	Stat2	Mus musculus (Mouse)	922
Q9DCC1	1	Q9DCC1_MOUSE	unreviewed	mRNA-capping enzyme [Includes: mRNA 5'-triphosphate monophosphatase (EC 3.6.1.74) (mRNA 5'-phosphatase); mRNA guanylyltransferase (EC 2.7.7.50) (GTP--RNA guanylyltransferase) (GTase)]	Rngtt	Mus musculus (Mouse)	581
Q3ULJ8	1	Q3ULJ8_MOUSE	unreviewed	"Predicted gene 4981 (Predicted gene, EG245263)"	Gm4981 EG245263	Mus musculus (Mouse)	291
Q3UC82	1	Q3UC82_MOUSE	unreviewed	DNA ligase (EC 6.5.1.1)	Lig3	Mus musculus (Mouse)	1011
Q99LB4	1	Q99LB4_MOUSE	unreviewed	Macrophage-capping protein (Actin regulatory protein CAP-G)	Capg	Mus musculus (Mouse)	349
A5AA25	1	A5AA25_MOUSE	unreviewed	GLI-Kruppel family member (Zinc finger protein GLI2)	Gli2	Mus musculus (Mouse)	92
D6RCU6	1	D6RCU6_MOUSE	unreviewed	Pre-B-cell leukemia transcription factor 3	Pbx3	Mus musculus (Mouse)	93
Q3U3Q3	1	Q3U3Q3_MOUSE	unreviewed	"UTP18, small subunit (SSU) processome component, homolog (Yeast)"	Utp18 Wdr50	Mus musculus (Mouse)	552
Q541B1	1	Q541B1_MOUSE	unreviewed	CXXC-type zinc finger protein 1	Cxxc1 Cgbp	Mus musculus (Mouse)	660
A1JVI9	1	A1JVI9_MOUSE	unreviewed	Homeobox protein	Dux4	Mus musculus (Mouse)	674
Q8C2T6	1	Q8C2T6_MOUSE	unreviewed	DNA polymerase alpha subunit B	Pola2	Mus musculus (Mouse)	566
Q3U207	1	Q3U207_MOUSE	unreviewed	Uncharacterized protein	Egr2	Mus musculus (Mouse)	470
Q32MX8	1	Q32MX8_MOUSE	unreviewed	Dclre1c protein (Protein artemis)	Dclre1c	Mus musculus (Mouse)	486
Q80Y37	1	Q80Y37_MOUSE	unreviewed	"Heat shock transcription factor, Y-linked 2"	Hsfy2 Hspy2l	Mus musculus (Mouse)	392
Q8C3V4	1	Q8C3V4_MOUSE	unreviewed	Signal transducer and activator of transcription	Stat1	Mus musculus (Mouse)	749
Q3V3M1	1	Q3V3M1_MOUSE	unreviewed	"Endoplasmic reticulum membrane sensor NFE2L1 (Nuclear factor erythroid 2-related factor 1) (Nuclear factor, erythroid derived 2, like 1)"	Nfe2l1	Mus musculus (Mouse)	453
Q544R5	1	Q544R5_MOUSE	unreviewed	TAR DNA-binding protein 43	Tardbp	Mus musculus (Mouse)	414
G3UYE7	1	G3UYE7_MOUSE	unreviewed	Zinc finger protein ZIC 4	Zic4	Mus musculus (Mouse)	334
Q3UPK6	1	Q3UPK6_MOUSE	unreviewed	Proteasome subunit alpha type	Psma5	Mus musculus (Mouse)	241
Q149E9	1	Q149E9_MOUSE	unreviewed	"General transcription factor II A, 1 (Transcription initiation factor IIA subunit 1)"	Gtf2a1	Mus musculus (Mouse)	339
A2BG77	1	A2BG77_MOUSE	unreviewed	Nuclear factor 1	Nfib RP24-231F12.1-002	Mus musculus (Mouse)	569
Q6GU14	1	Q6GU14_MOUSE	unreviewed	Peroxisome proliferator-activated receptor gamma (PPAR-gamma) (Nuclear receptor subfamily 1 group C member 3)	Pparg PPARG	Mus musculus (Mouse)	505
B2RX01	1	B2RX01_MOUSE	unreviewed	Zfp192 protein	Zkscan8 Zfp192	Mus musculus (Mouse)	516
Q8VC73	1	Q8VC73_MOUSE	unreviewed	Glutathione S-transferase (EC 2.5.1.18) (GST class-pi)	Gstp3 BC021614	Mus musculus (Mouse)	210
Q3U169	1	Q3U169_MOUSE	unreviewed	IRF tryptophan pentad repeat domain-containing protein	Irf5	Mus musculus (Mouse)	497
Q3UAT9	1	Q3UAT9_MOUSE	unreviewed	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	Impdh2 IMPDH	Mus musculus (Mouse)	514
Q921S6	1	Q921S6_MOUSE	unreviewed	Myocyte enhancer factor 2D (Myocyte-specific enhancer factor 2D)	Mef2d	Mus musculus (Mouse)	507
Q543C9	1	Q543C9_MOUSE	unreviewed	Homeobox domain-containing protein	Crx	Mus musculus (Mouse)	299
Q53WV7	1	Q53WV7_MOUSE	unreviewed	Sex-determining region Y protein (Testis-determining factor)	Sry	Mus musculus (Mouse)	395
A0A286YE26	1	A0A286YE26_MOUSE	unreviewed	Centromere protein K	Cenpk	Mus musculus (Mouse)	91
Q8CCA6	1	Q8CCA6_MOUSE	unreviewed	Histone-lysine N-methyltransferase MECOM	Mecom Evi1	Mus musculus (Mouse)	795
Q5NBZ2	1	Q5NBZ2_MOUSE	unreviewed	POZ (BTB) and AT hook-containing zinc finger 1	Patz1 Zfp278	Mus musculus (Mouse)	537
Q540Q5	1	Q540Q5_MOUSE	unreviewed	"E26 avian leukemia oncogene 1, 5' domain (ETS1 proto-oncogene)"	Ets1	Mus musculus (Mouse)	440
Q14AQ1	1	Q14AQ1_MOUSE	unreviewed	"Proteasome (Prosome, macropain) 26S subunit, ATPase, 6"	Psmc6	Mus musculus (Mouse)	389
Q3U818	1	Q3U818_MOUSE	unreviewed	Eukaryotic translation initiation factor 6 (eIF-6)	Eif6 EIF6 ITGB4BP Itgb4bp	Mus musculus (Mouse)	245
Q8BGS5	1	Q8BGS5_MOUSE	unreviewed	Zinc finger and SCAN domain-containing 22	Zscan22 Hkr2	Mus musculus (Mouse)	496
Q9DBV7	1	Q9DBV7_MOUSE	unreviewed	Nuclear transcription factor Y subunit	Nfya	Mus musculus (Mouse)	347
Q6PAQ8	1	Q6PAQ8_MOUSE	unreviewed	Tead1 protein (Transcriptional enhancer factor TEF-1)	Tead1	Mus musculus (Mouse)	411
Q8BPK1	1	Q8BPK1_MOUSE	unreviewed	Telomeric repeat-binding factor 2-interacting protein 1 (TERF2-interacting telomeric protein 1) (Repressor/activator protein 1 homolog)	Terf2ip	Mus musculus (Mouse)	278
A0A0R4J1L9	1	A0A0R4J1L9_MOUSE	unreviewed	Microtubule-associated tumor suppressor 1 homolog	Mtus1	Mus musculus (Mouse)	1210
Q3UP99	1	Q3UP99_MOUSE	unreviewed	Protein C-ets-2	Ets2	Mus musculus (Mouse)	468
Q0VEP8	1	Q0VEP8_MOUSE	unreviewed	Forkhead box H1	Foxh1	Mus musculus (Mouse)	401
A2RSH6	1	A2RSH6_MOUSE	unreviewed	Neuronal PAS domain protein 1	Npas1	Mus musculus (Mouse)	594
Q8BY05	1	Q8BY05_MOUSE	unreviewed	Poly(A) polymerase (EC 2.7.7.19)	Papolg	Mus musculus (Mouse)	429
Q7M6X9	1	Q7M6X9_MOUSE	unreviewed	Zinc finger protein 455	Zfp455	Mus musculus (Mouse)	461
Q8K2X7	1	Q8K2X7_MOUSE	unreviewed	DNA repair protein-complementing XP-A cells homolog (Xpa protein)	Xpa	Mus musculus (Mouse)	279
Q8BSS6	1	Q8BSS6_MOUSE	unreviewed	Transcription factor SOX-6	Sox6	Mus musculus (Mouse)	785
Q545F4	1	Q545F4_MOUSE	unreviewed	Heat shock protein beta-1 (Heat shock 27 kDa protein)	Hspb1	Mus musculus (Mouse)	209
B2RX77	1	B2RX77_MOUSE	unreviewed	DNA-directed RNA polymerase III subunit RPC3 (RNA polymerase III subunit C3)	Polr3c	Mus musculus (Mouse)	533
E9PWJ8	1	E9PWJ8_MOUSE	unreviewed	"Predicted gene 5926 (Predicted gene, 21637)"	Gm5926 Gm21637	Mus musculus (Mouse)	236
Q78Z64	1	Q78Z64_MOUSE	unreviewed	Caudal type homeo box 4 (Cdx4 protein)	Cdx4	Mus musculus (Mouse)	282
Q7TQD1	1	Q7TQD1_MOUSE	unreviewed	Ubiquitinyl hydrolase 1 (EC 3.4.19.12)	Tnfaip3	Mus musculus (Mouse)	775
Q3THL5	1	Q3THL5_MOUSE	unreviewed	Protein pelota homolog (EC 3.1.-.-)	Pelo	Mus musculus (Mouse)	385
Q6VYI4	1	Q6VYI4_MOUSE	unreviewed	TAR DNA-binding protein 43	Tardbp TARDBP	Mus musculus (Mouse)	304
I7HFT9	1	I7HFT9_MOUSE	unreviewed	"H1.6 linker histone, cluster member (Histone cluster 1, H1t)"	H1f6 Hist1h1t RP23-283N14.20-001	Mus musculus (Mouse)	209
Q3KR45	1	Q3KR45_MOUSE	unreviewed	DNA (cytosine-5-)-methyltransferase (EC 2.1.1.37)	Dnmt3b	Mus musculus (Mouse)	860
Q8K085	1	Q8K085_MOUSE	unreviewed	Histone-lysine N-methyltransferase (EC 2.1.1.355)	Suv39h2	Mus musculus (Mouse)	257
Q504P9	1	Q504P9_MOUSE	unreviewed	Reproductive homeobox 4E (Uncharacterized protein Rhox4.5)	Rhox4e Rhox4.5	Mus musculus (Mouse)	205
Q99K36	1	Q99K36_MOUSE	unreviewed	Protein C-ets-2	Ets2	Mus musculus (Mouse)	468
Q9CY80	1	Q9CY80_MOUSE	unreviewed	Paired mesoderm homeobox protein 2	Prrx2	Mus musculus (Mouse)	175
H8ZX83	1	H8ZX83_MOUSE	unreviewed	Sex-determining region Y protein (Testis-determining factor) (Fragment)	Sry	Mus musculus (Mouse)	315
Q4VAB2	1	Q4VAB2_MOUSE	unreviewed	GPN-loop GTPase (EC 3.6.5.-)	Gpn1 Xab1	Mus musculus (Mouse)	372
Q8K1K2	1	Q8K1K2_MOUSE	unreviewed	26S proteasome regulatory subunit 8 (Psmc5 protein)	Psmc5	Mus musculus (Mouse)	348
Q5SUZ4	1	Q5SUZ4_MOUSE	unreviewed	Interferon regulatory factor 4	Irf4	Mus musculus (Mouse)	450
A5HE91	1	A5HE91_MOUSE	unreviewed	FOG-2S transcriptional co-factor (Zinc finger protein ZFPM2)	Zfpm2	Mus musculus (Mouse)	1019
B7ZW86	1	B7ZW86_MOUSE	unreviewed	Paired-related homeobox protein-like 1 (Prrxl1 protein)	Prrxl1	Mus musculus (Mouse)	180
Q545I9	1	Q545I9_MOUSE	unreviewed	Protein S100 (S100 calcium-binding protein)	S100a6	Mus musculus (Mouse)	89
Q3UMP4	1	Q3UMP4_MOUSE	unreviewed	Plasminogen activator inhibitor 1 RNA-binding protein	Serbp1	Mus musculus (Mouse)	401
Q3UHU8	1	Q3UHU8_MOUSE	unreviewed	General transcription factor II-I	Gtf2i	Mus musculus (Mouse)	962
Q32NY6	1	Q32NY6_MOUSE	unreviewed	"COUP transcription factor 1 (Nuclear receptor subfamily 2, group F, member 1)"	Nr2f1	Mus musculus (Mouse)	420
Q3TUE1	1	Q3TUE1_MOUSE	unreviewed	Far upstream element-binding protein 1	Fubp1	Mus musculus (Mouse)	642
Q0QJG6	1	Q0QJG6_MOUSE	unreviewed	NANOGPC	NanogPc	Mus musculus (Mouse)	256
Q14AA6	1	Q14AA6_MOUSE	unreviewed	GTP-binding nuclear protein Ran	1700009N14Rik	Mus musculus (Mouse)	216
Q5FW96	1	Q5FW96_MOUSE	unreviewed	"Nuclear receptor subfamily 1 group I member 3 (Nuclear receptor subfamily 1, group I, member 3)"	Nr1i3	Mus musculus (Mouse)	357
Q569M7	1	Q569M7_MOUSE	unreviewed	Alpha-crystallin A chain	Cryaa	Mus musculus (Mouse)	173
Q3UH63	1	Q3UH63_MOUSE	unreviewed	Scm-like with four MBT domains protein 2 (Sfmbt2 protein)	Sfmbt2	Mus musculus (Mouse)	975
B2RTM0	1	B2RTM0_MOUSE	unreviewed	Histone H4	Hist2h4 Hist1h4c Hist1h4m RP23-38E20.3 RP23-283N14.21-001 RP23-38E20.3-001 RP23-38E20.4-001	Mus musculus (Mouse)	103
Q8R2L1	1	Q8R2L1_MOUSE	unreviewed	Zfx protein (Zinc finger X-chromosomal protein)	Zfx	Mus musculus (Mouse)	224
Q0VEJ7	1	Q0VEJ7_MOUSE	unreviewed	Myogenic factor 6	Myf6	Mus musculus (Mouse)	242
A2RS90	1	A2RS90_MOUSE	unreviewed	Nanog homeobox	Nanog	Mus musculus (Mouse)	305
Q5SWK4	1	Q5SWK4_MOUSE	unreviewed	Transcription factor COE1	Ebf1	Mus musculus (Mouse)	592
Q5U4B1	1	Q5U4B1_MOUSE	unreviewed	Replication factor C subunit 1	Rfc1	Mus musculus (Mouse)	1132
Q0PL81	1	Q0PL81_MOUSE	unreviewed	RPA interacting protein beta 2 (RPA-interacting protein)	Rpain	Mus musculus (Mouse)	172
Q547S9	1	Q547S9_MOUSE	unreviewed	cAMP response element binding protein	Creb1	Mus musculus (Mouse)	341
Q6GSP7	1	Q6GSP7_MOUSE	unreviewed	Nuclear factor 1	Nfib	Mus musculus (Mouse)	420
G3UZG9	1	G3UZG9_MOUSE	unreviewed	"Oct-3/4 protein (POU domain, class 5, transcription factor 1) (Fragment)"	Pou5f1 Oct-3/4	Mus musculus (Mouse)	157
S4R1N2	1	S4R1N2_MOUSE	unreviewed	DNA cross-link repair 1A protein	Dclre1a	Mus musculus (Mouse)	1029
Q4TU81	1	Q4TU81_MOUSE	unreviewed	Reproductive homeobox 12 (Reproductive homeobox on X chromosome 12)	Rhox12	Mus musculus (Mouse)	186
Q6VYI5	1	Q6VYI5_MOUSE	unreviewed	TAR DNA-binding protein 43	Tardbp TARDBP	Mus musculus (Mouse)	302
Q8BMT6	1	Q8BMT6_MOUSE	unreviewed	Zinc finger protein 455	Zfp455	Mus musculus (Mouse)	396
Q9D350	1	Q9D350_MOUSE	unreviewed	OBOX1 (Oocyte-specific homeobox 1)	Obox1	Mus musculus (Mouse)	204
Q543U0	1	Q543U0_MOUSE	unreviewed	Protein AF1q	Mllt11	Mus musculus (Mouse)	90
Q3UY26	1	Q3UY26_MOUSE	unreviewed	DNA helicase (EC 3.6.4.12) (Fragment)	Atrx	Mus musculus (Mouse)	347
A2AJP1	1	A2AJP1_MOUSE	unreviewed	Retinoid X receptor alpha	Rxra	Mus musculus (Mouse)	467
A5A9W5	1	A5A9W5_MOUSE	unreviewed	GLI-Kruppel family member (Zinc finger protein GLI2)	Gli2	Mus musculus (Mouse)	85
Q3TAY5	1	Q3TAY5_MOUSE	unreviewed	Forkhead box protein J3	Foxj3	Mus musculus (Mouse)	155
D3YY34	1	D3YY34_MOUSE	unreviewed	Polyhomeotic-like protein 3	Phc3	Mus musculus (Mouse)	948
K4DI67	1	K4DI67_MOUSE	unreviewed	Condensin-2 complex subunit D3	Ncapd3	Mus musculus (Mouse)	1506
Q9CY46	1	Q9CY46_MOUSE	unreviewed	U6 snRNA-associated Sm-like protein LSm4	Lsm4 LSM4	Mus musculus (Mouse)	138
E9PXC0	1	E9PXC0_MOUSE	unreviewed	Signal recognition particle 54 kDa protein	Srp54c SRP54	Mus musculus (Mouse)	504
Q3U6Q7	1	Q3U6Q7_MOUSE	unreviewed	Cyclin-C	Ccnc	Mus musculus (Mouse)	253
Q3TMZ8	1	Q3TMZ8_MOUSE	unreviewed	Uncharacterized protein	Hnrnpab Hnrpab	Mus musculus (Mouse)	325
Q7TQE1	1	Q7TQE1_MOUSE	unreviewed	Mediator of RNA polymerase II transcription subunit 15 (Mediator complex subunit 15)	Med15 MED15 Pcqap	Mus musculus (Mouse)	749
A0A494BBE6	1	A0A494BBE6_MOUSE	unreviewed	PHD finger protein 1	Phf1	Mus musculus (Mouse)	558
A2BDY3	1	A2BDY3_MOUSE	unreviewed	Forkhead box protein D3	Foxd3	Mus musculus (Mouse)	469
F6RGK4	1	F6RGK4_MOUSE	unreviewed	MMS19 nucleotide excision repair protein (Fragment)	Mms19	Mus musculus (Mouse)	286
B2RUB8	1	B2RUB8_MOUSE	unreviewed	Homeo box C6	Hoxc6	Mus musculus (Mouse)	235
Q3URN8	1	Q3URN8_MOUSE	unreviewed	Cleavage and polyadenylation specificity factor subunit 2 (Cleavage and polyadenylation specificity factor 100 kDa subunit) (Fragment)	Cpsf2	Mus musculus (Mouse)	396
