From	Entry	Protein names	Gene Names	Organism	Length
Q02645	Q02645	Protein hu-li tai shao (Adducin-like protein)	hts CG9325	Drosophila melanogaster (Fruit fly)	1156
A8DYD2	A8DYD2	Combgap, isoform J	cg CG Cg Dmel\CG8367 l(2)07659 l(2)k11504 mig CG8367 Dmel_CG8367	Drosophila melanogaster (Fruit fly)	825
P07487	P07487	Glyceraldehyde-3-phosphate dehydrogenase 2 (EC 1.2.1.12) (Glyceraldehyde-3-phosphate dehydrogenase II) (GAPDH II)	Gapdh2 CG8893	Drosophila melanogaster (Fruit fly)	332
P29993	P29993	Inositol 1,4,5-trisphosphate receptor (InsP3 receptor) (IP3R) (InsP3R)	Itpr dip InsP3R Itp-r83A CG1063	Drosophila melanogaster (Fruit fly)	2838
Q8IGX3	Q8IGX3	Pyridoxal kinase (EC 2.7.1.35) (Pyridoxine kinase)	CG4446	Drosophila melanogaster (Fruit fly)	304
Q7JRB2	Q7JRB2	RH09039p (RH47694p) (Uncharacterized protein, isoform A) (Uncharacterized protein, isoform B) (Uncharacterized protein, isoform C) (Uncharacterized protein, isoform D)	Dmel\CG14591 CG14591 Dmel_CG14591	Drosophila melanogaster (Fruit fly)	332
Q9VZV5	Q9VZV5	Zinc finger TRAF-type-containing protein 1 homolog (Cysteine and histidine-rich protein 1 homolog)	CG32486	Drosophila melanogaster (Fruit fly)	412
Q7KSX2	Q7KSX2	Amalgam, isoform B	Ama AMA ama BG:DS00276.6 CT7244 Dmel\CG2198 M109 CG2198 Dmel_CG2198	Drosophila melanogaster (Fruit fly)	341
Q9W237	Q9W237	40S ribosomal protein S16	RpS16 CG4046	Drosophila melanogaster (Fruit fly)	148
A1Z6Z4	A1Z6Z4	Aldehyde dehydrogenase type III, isoform O	Aldh-III ALDH ALDH-III AldhIII CT41571 Dhap Dmel\CG11140 FALDH l(2)03610 CG11140 Dmel_CG11140	Drosophila melanogaster (Fruit fly)	563
Q95WY3	Q95WY3	FI04781p (Nop56) (Nucleolar KKE/D repeat protein)	Nop56 Dmel\CG13849 DmNop56 Dnop56 nop56 Nop56-RA CG13849 Dmel_CG13849	Drosophila melanogaster (Fruit fly)	496
Q9V7N5	Q9V7N5	V-type proton ATPase subunit C (V-ATPase subunit C) (Vacuolar proton pump subunit C)	Vha44 l(2)06072 CG8048	Drosophila melanogaster (Fruit fly)	836
P08182	P08182	Casein kinase II subunit beta (CK II beta)	CkIIbeta Cask-II-b CG15224	Drosophila melanogaster (Fruit fly)	235
Q9VSH4	Q9VSH4	Cleavage and polyadenylation specificity factor subunit 6	Cpsf6 CG7185	Drosophila melanogaster (Fruit fly)	652
O18394	O18394	Nicotinic acetylcholine receptor alpha 3 subunit	nAChRalpha3 nAcR-alpha-7E nACRalpha-7E nAcRalpha-7E CG2302	Drosophila melanogaster (Fruit fly)	795
Q95RR6	Q95RR6	LD15002p (Purine-rich binding protein-alpha, isoform A) (Purine-rich binding protein-alpha, isoform C) (Purine-rich binding protein-alpha, isoform E)	Pur-alpha Dmel\CG1507 dPur alpha Pur alpha Pur-a pur-alpha purA PURalpha CG1507 Dmel_CG1507	Drosophila melanogaster (Fruit fly)	274
C5I7F1	C5I7F1	RNA helicase (EC 3.6.4.13)	CG6227	Drosophila melanogaster (Fruit fly)	1227
Q00637	Q00637	Superoxide dismutase [Mn], mitochondrial (EC 1.15.1.1)	Sod2 CG8905	Drosophila melanogaster (Fruit fly)	217
P15348	P15348	DNA topoisomerase 2 (EC 5.6.2.2) (DNA topoisomerase II)	Top2 CG10223	Drosophila melanogaster (Fruit fly)	1447
P08928	P08928	Lamin Dm0	Lam CG6944	Drosophila melanogaster (Fruit fly)	622
Q9VZU7	Q9VZU7	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	Usp5 Dmel\CG12082 DmUSP5 DmUsp5 leon Q9VZU7 USP5 usp5 CG12082 Dmel_CG12082	Drosophila melanogaster (Fruit fly)	827
O61613	O61613	Glycylpeptide N-tetradecanoyltransferase (EC 2.3.1.97) (Myristoyl-CoA:protein N-myristoyltransferase) (NMT) (Peptide N-myristoyltransferase) (dNMT)	Nmt CG7436	Drosophila melanogaster (Fruit fly)	472
Q9U4U2	Q9U4U2	Ferritin (EC 1.16.3.1)	Fer2LCH CG1469	Drosophila melanogaster (Fruit fly)	227
E1UIA5	E1UIA5	CG16916 protein	CG16916	Drosophila melanogaster (Fruit fly)	413
D0Z756	D0Z756	MIP14966p (Uncharacterized protein, isoform B)	CG14762-RA CT34565 Dmel\CG14762 CG14762 Dmel_CG14762	Drosophila melanogaster (Fruit fly)	498
C7LAB3	C7LAB3	RE31024p	CG3192-RB	Drosophila melanogaster (Fruit fly)	194
Q8IM93	Q8IM93	FI18814p1 (Uncharacterized protein, isoform B) (Uncharacterized protein, isoform C) (Uncharacterized protein, isoform D)	Dmel\CG32017 cg32017 CG32017-RB CG32017 Dmel_CG32017	Drosophila melanogaster (Fruit fly)	482
Q9VC87	Q9VC87	RE57978p (RH13838p)	Dmel\CG18528 CG18528 Dmel_CG18528	Drosophila melanogaster (Fruit fly)	493
P45594	P45594	Cofilin/actin-depolymerizing factor homolog (Protein D61) (Protein twinstar)	tsr Cadf CG4254	Drosophila melanogaster (Fruit fly)	148
O61540	O61540	Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Peptidase M)	und DMAP2 CG4008	Drosophila melanogaster (Fruit fly)	448
Q9V420	Q9V420	Prostaglandin E synthase 2 (EC 5.3.99.3) (Microsomal prostaglandin E synthase 2)	Su(P) Dmel\CG4086 CG4086 Dmel_CG4086	Drosophila melanogaster (Fruit fly)	417
Q8SX06	Q8SX06	GEO08318p1 (Noktochor) (RH33338p)	nkt BcDNA:RH33338 CT33742 Dmel\CG14141 Nkt CG14141 Dmel_CG14141	Drosophila melanogaster (Fruit fly)	162
Q7JPS2	Q7JPS2	Igloo, isoform A (Vertebrate growth-associated protein GAP-43 homolog)	igl Dmel\CG18285 Igl igloo-L CG18285 Dmel_CG18285	Drosophila melanogaster (Fruit fly)	240
P32392	P32392	Actin-related protein 3 (Actin-2) (Actin-like protein 3) (Actin-like protein 66B)	Arp3 Actr66B Arp66B CG7558	Drosophila melanogaster (Fruit fly)	418
Q9VC54	Q9VC54	SD06668p (Uncharacterized protein, isoform A)	Dmel\CG6695 CG6695 Dmel_CG6695	Drosophila melanogaster (Fruit fly)	961
Q5U0Y0	Q5U0Y0	LD13852p (Sin3A, isoform B) (Sin3A, isoform C) (Sin3A, isoform E)	Sin3A 159A11T 27/3 97/15 Dmel\CG8815 dSin3 dSin3A ES2-3 ESTS:159A11T EY2-9 l(2)08269 l(2)k02703 l(2)k05415 l(2)k09715 ld Sin 3A SIN3 Sin3 sin3 SIN3A Sin3a sin3A sin3a sni3 CG8815 Dmel_CG8815	Drosophila melanogaster (Fruit fly)	2062
O77434	O77434	EG:34F3.8 protein (LD45288p) (Secretory 22, isoform A)	Sec22 34F3.8 Dmel\CG7359 EG:34F3.8 SEC22 Sec22p CG7359 Dmel_CG7359	Drosophila melanogaster (Fruit fly)	211
E1JGL8	E1JGL8	Uncharacterized protein, isoform C	Dmel\CG30122 CG18610 CG5477 hnRNP U LD11002 SAF-A CG30122 Dmel_CG30122	Drosophila melanogaster (Fruit fly)	1272
Q9VJ59	Q9VJ59	PRA1 family protein	Jwa djwa Dmel\CG10373 GH05842p CG10373 Dmel_CG10373	Drosophila melanogaster (Fruit fly)	249
Q9VL16	Q9VL16	RE45833p	Dmel\CG5676 BEST:LD31953 LD31953 CG5676 Dmel_CG5676	Drosophila melanogaster (Fruit fly)	156
Q7KUD4	Q7KUD4	phospholipase A2 (EC 3.1.1.4)	iPLA2-VIA diPLA2-VIA Dmel\CG6718 CG6718 Dmel_CG6718	Drosophila melanogaster (Fruit fly)	887
Q5LJX9	Q8SXS9	RE34149p (Zydeco, isoform E)	zyd BEST:CK02262 CG40147 CK02262 Dmel\CG2893 Nckx-x Ncxk-x CG2893 Dmel_CG2893	Drosophila melanogaster (Fruit fly)	535
Q9VMR6	Q9VMR6	MIP06029p	Acsf2 CG12512-RA Dmel\CG12512 CG12512 Dmel_CG12512	Drosophila melanogaster (Fruit fly)	593
Q9VBB3	Q9VBB3	Integrator complex subunit 12	IntS12 CG5491	Drosophila melanogaster (Fruit fly)	328
Q9VTW1	Q9VTW1	RE15265p (RH73632p) (Spermine synthase, isoform B (EC 2.5.1.22))	Sms anon-WO0118547.387 Dmel\CG4300 dSms CG4300 Dmel_CG4300	Drosophila melanogaster (Fruit fly)	366
C3KGK6	C3KGK6	LP10114p	CG18858-RA	Drosophila melanogaster (Fruit fly)	427
Q5LJP6	Q5LJP6	LD14939p (Uncharacterized protein, isoform D (EC 2.7.11.-))	Dmel\CG17698 CAMKIIB CAMKIIb CG40297 CG17698 Dmel_CG17698	Drosophila melanogaster (Fruit fly)	676
Q7JW12	Q7JW12	Thioredoxin-related transmembrane protein 2 homolog (Thioredoxin domain-containing protein 14 homolog)	CG11007	Drosophila melanogaster (Fruit fly)	271
Q9VWP1	Q9VWP1	LD38070p (Ubiquitin specific protease 39 (EC 3.4.19.12))	Usp39 Dmel\CG7288 Q9VWP1 CG7288 Dmel_CG7288	Drosophila melanogaster (Fruit fly)	494
P11046	P11046	Laminin subunit beta-1 (Laminin B1 chain)	LanB1 lamB1 CG7123	Drosophila melanogaster (Fruit fly)	1788
O97418	O97418	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7 (Complex I-B14.5a) (NADH-ubiquinone oxidoreductase subunit B14.5a)	ND-B14.5A 152A3.7 anon-2D anon-2Db BcDNA:RE75088 CG3621-RA Dmel\CG3621 EG:152A3.7 N4AM RNAA CG3621 Dmel_CG3621	Drosophila melanogaster (Fruit fly)	103
Q7K1M4	Q7K1M4	SD04017p (Uncharacterized protein, isoform A) (Uncharacterized protein, isoform C)	Dmel\CG1902 CG1902 Dmel_CG1902	Drosophila melanogaster (Fruit fly)	312
Q27580	Q27580	Adenosylhomocysteinase (AdoHcyase) (EC 3.13.2.1) (S-adenosyl-L-homocysteine hydrolase)	Ahcy Ahcy13 CG11654	Drosophila melanogaster (Fruit fly)	432
Q9VHN5	Q9VHN5	Protein unc-50 homolog (Uncoordinated-like protein)	CG9773	Drosophila melanogaster (Fruit fly)	275
P32865	P32865	G protein-coupled receptor kinase 1 (EC 2.7.11.16)	Gprk1 Gprk-1 CG40129	Drosophila melanogaster (Fruit fly)	700
P08111	P08111	Lethal(2) giant larvae protein	l(2)gl CG2671	Drosophila melanogaster (Fruit fly)	1161
Q8SYF7	Q8SYF7	LP09246p (RE07178p) (RE63764p) (Uncharacterized protein, isoform B) (Uncharacterized protein, isoform D)	Dmel\CG17715 BcDNA:RE07178 BcDNA:RE63764 CG18603 CG17715 Dmel_CG17715	Drosophila melanogaster (Fruit fly)	274
A1YK81	A1YK81	Nup133	Nup133 CG6958	Drosophila melanogaster (Fruit fly)	1200
Q9VZ23	Q9VZ23	GTP-binding nuclear protein Ran (Ras-related nuclear protein)	Ran Ran10A CG1404	Drosophila melanogaster (Fruit fly)	216
Q8IR72	Q8IR72	FI19011p1	Dmel\CG32638 CG32638-RB CG32638 Dmel_CG32638	Drosophila melanogaster (Fruit fly)	159
C4NYP8	C4NYP8	Hsc70-interacting protein 1	HIP CG32789	Drosophila melanogaster (Fruit fly)	377
O97182	O97182	Actin-related protein 2/3 complex subunit	Arpc1 34Dd ARC-P41 Arc41 arc41 ArcP41 ARPC1 ArpC1 arpc1 ARPC1/p41 BG:DS00941.7 br32 D-sop2 Dmel\CG8978 DSop2 Dsop2 l(2)34Dd l(2)br32 l(2)Sop2 p41 p42 sop Sop2 sop2 sop2/arc41 Spo2 CG8978 Dmel_CG8978	Drosophila melanogaster (Fruit fly)	377
Q95R65	Q95R65	SD04586p	HemK1 CG9531	Drosophila melanogaster (Fruit fly)	328
Q9VSM4	Q9VSM4	GH26459p (Uncharacterized protein, isoform A)	Dmel\CG5989 anon-66Db CG5989 Dmel_CG5989	Drosophila melanogaster (Fruit fly)	436
P04388	P04388	Ras-like protein 2 (EC 3.6.5.2)	Ras64B ras2 CG1167	Drosophila melanogaster (Fruit fly)	192
Q24492	Q24492	Replication protein A 70 kDa DNA-binding subunit (RP-A p70) (Replication factor A protein 1) (RF-A protein 1) (Single-stranded DNA-binding protein) (DmRPA1)	RpA-70 RPA1 CG9633	Drosophila melanogaster (Fruit fly)	603
A8JPQ1	A8JPQ1	Uncharacterized protein, isoform A (Uncharacterized protein, isoform B)	CG5566 CG12274 CG12427 CG12873 CG12874 CG12875 CG5572 Dmel\CG34353 CG34353 Dmel_CG34353	Drosophila melanogaster (Fruit fly)	566
Q9VZ20	Q9VZ20	Dynein light intermediate chain	Dlic D-LIC DLIC dlic DLIC2 Dlic2 dlic2 Dmel\CG1938 l(1)G0065 l(1)G0190 CG1938 Dmel_CG1938	Drosophila melanogaster (Fruit fly)	493
P18824	P18824	Armadillo segment polarity protein	arm CG11579	Drosophila melanogaster (Fruit fly)	843
Q9VTB4	Q9VTB4	NADH dehydrogenase (Ubiquinone) 13 kDa B subunit (EC 1.6.99.3) (RH11203p)	ND-13B BcDNA:RH11203 Dmel\CG6463 NUFM CG6463 Dmel_CG6463	Drosophila melanogaster (Fruit fly)	124
Q9NHD7	Q9NHD7	Secretory carrier-associated membrane protein (Secretory carrier membrane protein)	Scamp CG9195	Drosophila melanogaster (Fruit fly)	343
Q9V436	Q9V436	26S proteasome non-ATPase regulatory subunit 8	Rpn12 Dmel\CG4157 dRpn12 p30 S14 CG4157 Dmel_CG4157	Drosophila melanogaster (Fruit fly)	264
Q9NFU0-2	Q9NFU0	Fragile X messenger ribonucleoprotein 1 homolog (dFMR1)	Fmr1 FXR CG6203	Drosophila melanogaster (Fruit fly)	684
P37276	P37276	Dynein heavy chain, cytoplasmic (Dynein heavy chain, cytosolic) (DYHC)	Dhc64C cDhc CG7507	Drosophila melanogaster (Fruit fly)	4639
Q9VMH4	Q9VMH4	FI09914p (Uncharacterized protein, isoform A) (Uncharacterized protein, isoform B)	Dmel\CG9175 CG9175-RA Sec12 CG9175 Dmel_CG9175	Drosophila melanogaster (Fruit fly)	445
Q9GYU8	Q9GYU8	Nuclear pore complex protein Nup88 (88 kDa nuclear pore complex protein) (Nucleoporin Nup88) (Protein members only) (dNup88)	mbo Nup88 CG6819	Drosophila melanogaster (Fruit fly)	702
Q9VPC3	Q9VPC3	Uncharacterized protein, isoform C (Uncharacterized protein, isoform D)	DSCR3 DmDSCR3 Dmel\CG4074 CG4074 Dmel_CG4074	Drosophila melanogaster (Fruit fly)	316
Q9VI16	Q9VI16	Carnitine O-Acetyl-Transferase, isoform A (Carnitine O-Acetyl-Transferase, isoform D (EC 2.3.1.7)) (LD01568p)	CRAT Dmel\CG1041 CG1041 Dmel_CG1041	Drosophila melanogaster (Fruit fly)	662
Q9VIU8	Q9VIU8	GH25853p (Uncharacterized protein, isoform A) (Uncharacterized protein, isoform B)	Dmel\CG10132 CG10132 Dmel_CG10132	Drosophila melanogaster (Fruit fly)	1361
Q9VU68	Q9VU68	Actin-interacting protein 1 (AIP1) (Protein flare)	flr CG10724	Drosophila melanogaster (Fruit fly)	608
Q9VKF0	Q9VKF0	Cyclin Y, isoform A (EC 2.7.1.-) (Cyclin Y, isoform B) (LD31675p)	CycY anon-WO0118547.165 Dcyclin Y Dmel\CG14939 i182 CG14939 Dmel_CG14939	Drosophila melanogaster (Fruit fly)	406
P19339-6	P19339	Protein sex-lethal	Sxl Sx1 CG43770	Drosophila melanogaster (Fruit fly)	354
Q8SY69	Q8SY69	MICOS complex subunit MIC10	RH61753p BcDNA:RH61753 Dmel\CG41128 Minos1b CG41128 Dmel_CG41128	Drosophila melanogaster (Fruit fly)	72
Q9VTB3	Q9VTB3	guanylate kinase (EC 2.7.4.8)	Dmel\CG11811 CG11811 Dmel_CG11811	Drosophila melanogaster (Fruit fly)	233
Q9VM33	Q9VM33	Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1) (dEF-G1) (Protein iconoclast)	mEFG1 ico CG4567	Drosophila melanogaster (Fruit fly)	745
Q8SXU3	Q8SXU3	RE21160p	Gmppa Dmel\CG8207 CG8207 Dmel_CG8207	Drosophila melanogaster (Fruit fly)	438
Q9VPJ9	Q9VPJ9	Uncharacterized protein, isoform B (EC 3.6.1.3) (Uncharacterized protein, isoform D)	CK02656 BEST:CK02656 Dmel\CG3164 CG3164 Dmel_CG3164	Drosophila melanogaster (Fruit fly)	698
P12297	P12297	Protein suppressor of white apricot	su(w[a]) su(wa) CG3019	Drosophila melanogaster (Fruit fly)	963
Q9VYV3	Q9VYV3	Thioredoxin domain-containing protein 5 homolog (Protein pretaporter)	prtp CG1837	Drosophila melanogaster (Fruit fly)	416
A1Z876	A1Z877	Nidogen (Entactin)	Ndg CG12908	Drosophila melanogaster (Fruit fly)	1350
Q9VU19	Q9VU19	WW domain binding protein 2, isoform E	Wbp2 Dmel\CG11009 wbp2 WWBP CG11009 Dmel_CG11009	Drosophila melanogaster (Fruit fly)	384
P92177	P92177	14-3-3 protein epsilon (Suppressor of Ras1 3-9)	14-3-3epsilon 14-3-3e SR3-9 CG31196	Drosophila melanogaster (Fruit fly)	262
Q9VY33	Q9VY33	Defective proboscis extension response 8, isoform A (Defective proboscis extension response 8, isoform B) (GH05565p)	dpr8 CG11477 CG14415 CG5291 CT16867 Dmel\CG32600 dpr 8 Dpr-8 Dpr8 CG32600 Dmel_CG32600	Drosophila melanogaster (Fruit fly)	344
Q8IN94	Q8IN94	Trithorax group protein osa (Protein eyelid)	osa eld CG7467	Drosophila melanogaster (Fruit fly)	2716
Q8SXG7	Q8SXG7	tRNA selenocysteine-associated protein 1	Secp43 cg15440 Dmel\CG15440 CG15440 Dmel_CG15440	Drosophila melanogaster (Fruit fly)	336
Q8SX57	Q8SX57	LD44221p (Uncharacterized protein, isoform A (EC 1.1.1.62, EC 1.1.1.64)) (Uncharacterized protein, isoform B)	CG11005 Dmel\CG31549 CG31549 Dmel_CG31549	Drosophila melanogaster (Fruit fly)	257
Q9VNE0	Q9VNE0	Uncharacterized protein, isoform A	Dmel\CG2926 CG2926 Dmel_CG2926	Drosophila melanogaster (Fruit fly)	2296
Q24574	Q24574	Ubiquitin carboxyl-terminal hydrolase 47 (EC 3.4.19.12) (Ubiquitin thioesterase 47) (Ubiquitin-specific-processing protease 47)	Usp47 Ubp64E CG5486	Drosophila melanogaster (Fruit fly)	1556
Q9W1A2	Q9W1A2	N-alpha-acetyltransferase 35, NatC auxiliary subunit homolog (Embryonic growth-associated protein homolog) (Protein MAK10 homolog)	Naa35 CG4065	Drosophila melanogaster (Fruit fly)	784
P42787-5	P42787	Carboxypeptidase D (EC 3.4.17.22) (Metallocarboxypeptidase D) (Protein silver)	svr CPD CpepE CG4122	Drosophila melanogaster (Fruit fly)	1406
Q8T4G5	Q8T4G5	SD01613p (Uncharacterized protein, isoform A (EC 3.4.24.-))	Afg3l2 AFG3L2 DmCG6512 Dmel\CG6512 CG6512 Dmel_CG6512	Drosophila melanogaster (Fruit fly)	826
P46867	P46867	Kinesin-like protein Klp68D	Klp68D KLP5 CG7293	Drosophila melanogaster (Fruit fly)	784
Q9NBK5	Q9NBK5	Serine/threonine-protein kinase tricornered (EC 2.7.11.1) (NDR protein kinase) (Serine/threonine-protein kinase 38-like) (Serine/threonine-protein kinase tricorner)	trc CG8637	Drosophila melanogaster (Fruit fly)	463
Q9VC05	Q9VC05	Oxysterol-binding protein	Osbp Dmel\CG6708 OSBP osbp OSBP-Dm CG6708 Dmel_CG6708	Drosophila melanogaster (Fruit fly)	784
Q9U916	Q9U916	Calreticulin	Calr Crc CG9429	Drosophila melanogaster (Fruit fly)	406
Q24591	Q24591	18w protein	18w CG8896	Drosophila melanogaster (Fruit fly)	1389
Q9VML2	Q9VML2	Blue cheese	bchs Alfy alfy BcDNA:SD12984 bchd Bchs beach Beach1 CG9011 DBEACH1 Dmel\CG14001 EP2299 CG14001 Dmel_CG14001	Drosophila melanogaster (Fruit fly)	3489
Q9VNS2	Q9VNS2	ADP-ribosylation factor GTPase activating protein 3, isoform A (ADP-ribosylation factor GTPase activating protein 3, isoform B) (ADP-ribosylation factor GTPase activating protein 3, isoform C) (LD46935p)	ArfGAP3 AG2 arfgap1 dArfGAP3 Dmel\CG6838 CG6838 Dmel_CG6838	Drosophila melanogaster (Fruit fly)	552
B7YZL3	B7YZL3	Uncharacterized protein, isoform T	10737 Dmel\CG10737 CG10737 Dmel_CG10737	Drosophila melanogaster (Fruit fly)	955
P06605	P06605	Tubulin alpha-3 chain (EC 3.6.5.-)	alphaTub84D TubA84D CG2512	Drosophila melanogaster (Fruit fly)	450
Q9V3G7	Q9V3G7	26S proteasome non-ATPase regulatory subunit 6 (26S proteasome regulatory subunit S10) (Protein Rpn7)	Rpn7 CG5378	Drosophila melanogaster (Fruit fly)	389
Q86R94	Q86R94	SD01117p	EMC8-9 CG3501	Drosophila melanogaster (Fruit fly)	204
Q24251	Q24251	ATP synthase subunit d, mitochondrial (ATPase subunit d)	ATPsynD ATPsyn-d CG6030	Drosophila melanogaster (Fruit fly)	178
Q5BI99	Q5BI99	RE07394p		Drosophila melanogaster (Fruit fly)	798
Q24593	Q24593	Uncharacterized protein DmX	Rbcn-3A DmX CG3585	Drosophila melanogaster (Fruit fly)	3429
C6TP78	C6TP78	GH22783p	regucalcin-RD	Drosophila melanogaster (Fruit fly)	324
Q9VPI6	Q9VPI6	Galectin	galectin Dmel\CG11372 Dmgal CG11372 Dmel_CG11372	Drosophila melanogaster (Fruit fly)	503
Q9VPG0	Q9VPG0	Dipeptidase (EC 3.4.13.19)	Dmel\CG5282 CG5282 Dmel_CG5282	Drosophila melanogaster (Fruit fly)	451
Q7KSB3	Q7KSB3	Oxysterol-binding protein	Orp8 CG15684 CG5077 Dmel\CG42668 CG42668 Dmel_CG42668	Drosophila melanogaster (Fruit fly)	958
Q9VEB1	Q9VEB1	Malate dehydrogenase, mitochondrial (EC 1.1.1.37)	Mdh2 CG 7998 Dmel\CG7998 l(3)psg7 Mdh MDH-2 MDH2 mdh2 mMdh psg7 CG7998 Dmel_CG7998	Drosophila melanogaster (Fruit fly)	336
O61231	O61231	60S ribosomal protein L10 (QM protein homolog) (dQM)	RpL10 Qm CG17521	Drosophila melanogaster (Fruit fly)	218
Q7KMP8	Q7KMP8	26S proteasome non-ATPase regulatory subunit 13 (26S proteasome regulatory subunit RPN9) (26S proteasome regulatory subunit S11) (26S proteasome regulatory subunit p40.5)	Rpn9 0718/06 718/06 CT28749 Dmel\CG10230 l(3)S071806 l(3)S071806b p39A PSMD13 Rpn4 rpn9 Rpn94 S11 CG10230 Dmel_CG10230	Drosophila melanogaster (Fruit fly)	382
Q9VTU4	Q9VTU4	Eukaryotic translation initiation factor 3 subunit L (eIF3l)	eIF3l CG5642	Drosophila melanogaster (Fruit fly)	539
Q9U1M2	Q9U1M2	Transmembrane protein 120 homolog	CG32795	Drosophila melanogaster (Fruit fly)	387
Q9VEF9	Q9VEF9	Uncharacterized protein, isoform E	CG7397 CG14318 Dmel\CG43102 CG43102 Dmel_CG43102	Drosophila melanogaster (Fruit fly)	1101
D5A7S0	D5A7S0	MIP20553p		Drosophila melanogaster (Fruit fly)	131
F5XVG9	Q7PLL7	Dpr-interacting protein lambda (IP04839p)	DIP-lambda 40378 CG40378 CG40378-RB CG42644 CG43676 Dmel\CG45781 CG45781 Dmel_CG45781	Drosophila melanogaster (Fruit fly)	548
O44386	O44386	Integrin alpha-PS3 (Position-specific antigen subunit alpha-3) (Protein scab) (Protein volado) [Cleaved into: Integrin alpha-PS3 heavy chain; Integrin alpha-PS3 light chain]	scb alphaPS3 Vol CG8095	Drosophila melanogaster (Fruit fly)	1115
C8VV58	C8VV58	Glutamine synthetase (EC 6.3.1.2)	Gs2-RC	Drosophila melanogaster (Fruit fly)	413
Q9VXZ8	Q9VXZ8	BcDNA.GH02901 (MIP13254p) (Pudgy, isoform A) (Pudgy, isoform B (EC 6.2.1.3)) (Pudgy, isoform C) (Pudgy, isoform D)	pdgy BcDNA.GH02901 BcDNA:GH02901 CG9009-RA Dmel\CG9009 CG9009 Dmel_CG9009	Drosophila melanogaster (Fruit fly)	597
Q9VUV9	Q9VUV9	U5 small nuclear ribonucleoprotein 200 kDa helicase (EC 3.6.4.13) (Protein lethal (3) 72Ab)	Brr2 l(3)72Ab CG5931	Drosophila melanogaster (Fruit fly)	2142
A1Z920	A1Z920	FI24025p1 (Frazzled, isoform A)	fra CT24981 DCC Dcc Dmel\CG8581 Fra fra-RA fra/DCC CG8581 Dmel_CG8581	Drosophila melanogaster (Fruit fly)	1526
P49657	P49657	Serine/threonine-protein kinase minibrain (EC 2.7.12.1)	mnb CG7826	Drosophila melanogaster (Fruit fly)	908
P54359	P54359	Septin-2	Septin2 Sep2 CG4173	Drosophila melanogaster (Fruit fly)	419
Q7KNQ9	Q7KNQ9	Connector enhancer of KSR protein CNK (Connector enhancer of ksr, isoform A) (Connector enhancer of ksr, isoform B) (SD09985p)	cnk anon-WO0140519.129 anon-WO0257455.27 CNK Cnk Dmel\CG6556 EC2-3 EK2-3 l(2)k16314 sag CG6556 Dmel_CG6556	Drosophila melanogaster (Fruit fly)	1557
Q7K2E1	Q7K2E1	LD05247p (Uncharacterized protein, isoform A) (Uncharacterized protein, isoform C) (Uncharacterized protein, isoform D) (Uncharacterized protein, isoform E)	Dmel\CG8839 CG8839 Dmel_CG8839	Drosophila melanogaster (Fruit fly)	529
P02516	P02516	Heat shock protein 23	Hsp23 CG4463	Drosophila melanogaster (Fruit fly)	186
O02195	O02195	Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 subunit 2) (TRIP-1 homolog) (eIF-3-beta)	eIF3i eif3-S2 Trip1 CG8882	Drosophila melanogaster (Fruit fly)	326
Q9VN86	Q9VN86	AT14148p (Saccheropin dehydrogenase 1, isoform A (EC 1.-.-.-)) (Saccheropin dehydrogenase 1, isoform B) (Saccheropin dehydrogenase 1, isoform C)	Sccpdh1 CT40966 Dmel\CG2604 CG2604 Dmel_CG2604	Drosophila melanogaster (Fruit fly)	430
P32870	P32870	Ca(2+)/calmodulin-responsive adenylate cyclase (EC 4.6.1.1) (ATP pyrophosphate-lyase) (Protein rutabaga)	rut CG9533	Drosophila melanogaster (Fruit fly)	2248
Q9VND8	Q9VND8	GTP-binding protein Rheb homolog	Rheb CG1081	Drosophila melanogaster (Fruit fly)	182
Q9VMX1	Q9VMX1	KIF-binding protein (Protein KBP)	CG14043	Drosophila melanogaster (Fruit fly)	600
Q9VB64	Q9VB64	Uncharacterized protein, isoform A (EC 3.6.1.45) (Uncharacterized protein, isoform B)	CG31063 CG6001 Dmel\CG42813 Mth1 Nudix CG42813 Dmel_CG42813	Drosophila melanogaster (Fruit fly)	212
P35381	P35381	ATP synthase subunit alpha, mitochondrial (Protein bellwether)	blw ATPSYN-ALPHA CG3612	Drosophila melanogaster (Fruit fly)	552
O15943	O15943	Neural-cadherin (Cadherin-N) (dN-cadherin)	CadN CG7100	Drosophila melanogaster (Fruit fly)	3097
A1Z992	A1Z992	1,4-alpha-glucan branching enzyme (EC 2.4.1.18)	AGBE CG4023 Dmel\CG33138 CG33138 Dmel_CG33138	Drosophila melanogaster (Fruit fly)	685
Q9VHW1	Q9VHW1	Muscarinic acetylcholine Receptor, B-type, isoform A (RH14214p)	mAChR-B anon-WO0170980.91 anon-WO0170980.92 Dm-mAChR-B Dmel\CG7918 mAChR B mAcR-CG7918 CG7918 Dmel_CG7918	Drosophila melanogaster (Fruit fly)	1019
